"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10648","should login with valid credentials","","Fri Oct 04 00:00:41 BRT 2024","passed","Fri Oct 04 00:00:51 BRT 2024","","My Login application","",""
